tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-1103,Indian Wells 125K,Hard,64,C,20190225,300,203530,14,,Viktorija Golubic,R,,SUI,26.36002738,206108,,,Jennifer Brady,R,,USA,23.87405886,3-6 7-5 6-3,3,F,132,1,4,96,64,39,17,15,1,5,8,3,93,47,32,22,15,7,12,103,604,94,643
2019-1103,Indian Wells 125K,Hard,64,C,20190225,299,203530,14,,Viktorija Golubic,R,,SUI,26.36002738,202492,1,,Qiang Wang,R,,CHN,27.1156742,7-5 6-1,3,SF,100,0,7,75,50,35,11,10,5,6,6,2,83,50,31,13,9,11,15,103,604,18,2580
2019-1103,Indian Wells 125K,Hard,64,C,20190225,298,206108,,,Jennifer Brady,R,,USA,23.87405886,201610,11,,Zarina Diyas,R,,KAZ,25.35523614,6-3 6-3,3,SF,93,4,1,51,27,19,18,9,2,3,1,6,92,59,38,9,9,17,21,94,643,96,635
2019-1103,Indian Wells 125K,Hard,64,C,20190225,297,202492,1,,Qiang Wang,R,,CHN,27.1156742,201697,8,,Kristyna Pliskova,L,,CZE,26.93223819,6-4 6-4,3,QF,80,2,1,61,38,29,14,10,2,3,4,4,63,38,24,12,10,4,7,18,2580,90,673
2019-1103,Indian Wells 125K,Hard,64,C,20190225,296,203530,14,,Viktorija Golubic,R,,SUI,26.36002738,204427,6,,Sara Sorribes Tormo,R,,ESP,22.38193018,6-0 7-5,3,QF,96,0,1,61,41,24,10,9,7,10,0,4,60,37,15,8,9,4,11,103,604,79,750
2019-1103,Indian Wells 125K,Hard,64,C,20190225,295,201610,11,,Zarina Diyas,R,,KAZ,25.35523614,215371,,,Francesca Di Lorenzo,L,,USA,21.59616701,6-4 6-3,3,QF,94,0,0,54,41,29,8,10,0,1,0,2,70,41,26,12,9,7,10,96,635,179,320
2019-1103,Indian Wells 125K,Hard,64,C,20190225,294,206108,,,Jennifer Brady,R,,USA,23.87405886,202484,,,Nicole Gibbs,R,,USA,25.98220397,7-5 6-0,3,QF,70,2,0,49,28,23,11,9,0,1,0,3,58,38,16,9,9,2,7,94,643,139,436
2019-1103,Indian Wells 125K,Hard,64,C,20190225,293,202492,1,,Qiang Wang,R,,CHN,27.1156742,214906,,,Claire Liu,U,,USA,18.75427789,6-1 6-4,3,R16,87,2,3,53,30,18,13,8,1,3,1,1,72,47,22,10,9,11,17,18,2580,140,431
2019-1103,Indian Wells 125K,Hard,64,C,20190225,292,201697,8,,Kristyna Pliskova,L,,CZE,26.93223819,201529,,,Kristie Ahn,R,,USA,26.69678303,6-1 7-6(2),3,R16,84,9,0,60,38,29,14,10,3,4,0,2,62,41,27,8,9,6,9,90,673,196,298
2019-1103,Indian Wells 125K,Hard,64,C,20190225,291,203530,14,,Viktorija Golubic,R,,SUI,26.36002738,216083,,WC,Caty Mcnally,R,,USA,17.26488706,7-6(4) 6-1,3,R16,94,2,6,70,44,31,17,10,4,5,3,3,67,47,29,8,9,3,6,103,604,255,216
2019-1103,Indian Wells 125K,Hard,64,C,20190225,290,204427,6,,Sara Sorribes Tormo,R,,ESP,22.38193018,202468,10,,Jessica Pegula,R,,USA,25.00205339,6-2 6-2,3,R16,83,0,2,57,45,28,3,8,3,5,0,3,54,24,12,10,8,2,8,79,750,92,667
2019-1103,Indian Wells 125K,Hard,64,C,20190225,289,201610,11,,Zarina Diyas,R,,KAZ,25.35523614,201466,7,,Kaia Kanepi,R,181,EST,33.71115674,6-3 7-6(6),3,R16,98,0,3,76,54,38,8,10,3,5,1,3,72,32,18,24,11,5,9,96,635,86,696
2019-1103,Indian Wells 125K,Hard,64,C,20190225,288,215371,,,Francesca Di Lorenzo,L,,USA,21.59616701,201490,,,Timea Bacsinszky,R,,SUI,29.71663244,1-6 6-2 7-6(4),3,R16,167,0,5,86,59,32,13,13,5,11,0,3,107,65,41,16,14,11,17,179,320,114,535
2019-1103,Indian Wells 125K,Hard,64,C,20190225,287,202484,,,Nicole Gibbs,R,,USA,25.98220397,203501,9,,Taylor Townsend,L,,USA,22.86105407,6-1 6-1,3,R16,54,1,1,46,33,21,11,7,2,2,1,2,37,25,11,4,7,0,5,139,436,91,672
2019-1103,Indian Wells 125K,Hard,64,C,20190225,286,206108,,,Jennifer Brady,R,,USA,23.87405886,201590,2,,Alison Riske,R,,USA,28.64887064,6-3 7-6(4),3,R16,93,5,2,70,41,32,17,11,2,3,2,1,71,52,32,10,10,3,5,94,643,47,1170
2019-1103,Indian Wells 125K,Hard,64,C,20190225,285,202492,1,,Qiang Wang,R,,CHN,27.1156742,212001,,,Natalia Vikhlyantseva,R,,RUS,22.02327173,2-6 6-0 6-3,3,R32,101,1,3,72,42,30,15,11,8,11,1,8,78,43,24,16,12,5,11,18,2580,112,548
2019-1103,Indian Wells 125K,Hard,64,C,20190225,284,214906,,,Claire Liu,U,,USA,18.75427789,201605,13,,Mandy Minella,R,,LUX,33.25941136,6-2 3-6 6-1,3,R32,95,2,3,67,52,31,6,12,8,13,0,0,70,56,26,4,12,5,13,140,431,99,613
2019-1103,Indian Wells 125K,Hard,64,C,20190225,283,201697,8,,Kristyna Pliskova,L,,CZE,26.93223819,215337,,,Olga Danilovic,L,,SRB,18.08898015,2-6 7-5 7-5,3,R32,107,9,7,93,68,47,8,16,2,7,8,3,85,44,32,22,16,3,8,90,673,116,521
2019-1103,Indian Wells 125K,Hard,64,C,20190225,282,201529,,,Kristie Ahn,R,,USA,26.69678303,201514,16,,Sorana Cirstea,R,176,ROU,28.88706366,7-6(4) 3-6 6-3,3,R32,211,0,6,137,76,42,34,15,19,24,2,5,111,58,35,26,15,7,12,196,298,98,625
2019-1103,Indian Wells 125K,Hard,64,C,20190225,281,216083,,WC,Caty Mcnally,R,,USA,17.26488706,214304,3,,Vera Lapko,R,,BLR,20.40793977,6-2 6-4,3,R32,87,1,2,56,31,21,16,9,0,1,3,7,65,29,20,12,9,2,6,255,216,63,896
2019-1103,Indian Wells 125K,Hard,64,C,20190225,280,203530,14,,Viktorija Golubic,R,,SUI,26.36002738,211222,,WC,Jamie Loeb,R,,USA,23.96988364,6-3 6-2,3,R32,71,0,0,41,31,22,6,8,1,3,0,4,63,35,17,9,9,7,13,103,604,221,266
2019-1103,Indian Wells 125K,Hard,64,C,20190225,279,202468,10,,Jessica Pegula,R,,USA,25.00205339,201534,,,Asia Muhammed,R,,USA,27.89596167,6-3 6-0,3,R32,63,1,1,57,36,21,15,7,5,5,2,4,46,27,13,6,8,1,6,92,667,188,304
2019-1103,Indian Wells 125K,Hard,64,C,20190225,278,204427,6,,Sara Sorribes Tormo,R,,ESP,22.38193018,201478,,,Varvara Lepchenko,L,180,USA,32.76659822,7-6(4) 6-2,3,R32,112,0,2,67,43,28,11,10,6,10,1,2,83,58,26,14,10,9,15,79,750,135,461
2019-1103,Indian Wells 125K,Hard,64,C,20190225,277,201466,7,,Kaia Kanepi,R,181,EST,33.71115674,213530,,,Allie Kiick,R,,USA,23.65776865,6-0 6-2,3,R32,54,2,4,45,27,21,7,7,2,4,2,6,48,22,10,5,7,5,12,86,696,145,408
2019-1103,Indian Wells 125K,Hard,64,C,20190225,276,201610,11,,Zarina Diyas,R,,KAZ,25.35523614,201580,,,Xinyun Han,L,,CHN,28.74195756,6-1 6-1,3,R32,54,1,3,42,23,17,9,7,0,1,0,7,37,19,8,3,7,4,10,96,635,169,343
2019-1103,Indian Wells 125K,Hard,64,C,20190225,275,215371,,,Francesca Di Lorenzo,L,,USA,21.59616701,202684,15,,Lin Zhu,R,,CHN,25.07597536,1-6 6-3 6-4,3,R32,128,0,0,88,58,32,20,13,7,11,2,3,85,48,32,18,13,8,12,179,320,93,657
2019-1103,Indian Wells 125K,Hard,64,C,20190225,274,201490,,,Timea Bacsinszky,R,,SUI,29.71663244,201540,4,,Kristina Mladenovic,R,184,FRA,25.78507871,3-6 6-4 6-3,3,R32,130,2,3,100,69,43,15,14,8,12,2,3,82,54,35,12,14,4,9,114,535,60,923
2019-1103,Indian Wells 125K,Hard,64,C,20190225,273,202484,,,Nicole Gibbs,R,,USA,25.98220397,201516,5,,Evgeniya Rodina,R,,RUS,30.05612594,7-5 6-3,3,R32,96,0,2,73,48,27,12,11,4,8,0,2,70,44,21,12,10,4,10,139,436,70,821
2019-1103,Indian Wells 125K,Hard,64,C,20190225,272,203501,9,,Taylor Townsend,L,,USA,22.86105407,203500,,,Sachia Vickery,R,,USA,23.79466119,7-5 6-2,3,R32,70,5,0,55,36,24,14,10,0,1,0,1,53,37,24,8,10,4,8,91,672,119,511
2019-1103,Indian Wells 125K,Hard,64,C,20190225,271,206108,,,Jennifer Brady,R,,USA,23.87405886,201483,12,,Madison Brengle,R,,USA,28.89801506,6-3 6-1,3,R32,75,2,5,73,46,31,13,8,2,3,0,4,61,42,21,7,8,5,10,94,643,95,638
2019-1103,Indian Wells 125K,Hard,64,C,20190225,270,201590,2,,Alison Riske,R,,USA,28.64887064,201518,,,Yanina Wickmayer,R,182,BEL,29.34976044,3-6 6-3 6-3,3,R32,116,2,7,83,50,31,16,13,4,8,8,7,86,51,33,12,14,8,14,47,1170,127,480
2019-1103,Indian Wells 125K,Hard,64,C,20190225,268,212001,,,Natalia Vikhlyantseva,R,,RUS,22.02327173,201616,,,Lauren Davis,R,157,USA,25.3798768,5-7 6-4 6-4,3,R64,148,4,6,97,66,40,11,16,3,10,3,8,90,51,31,14,16,6,14,112,548,200,297
2019-1103,Indian Wells 125K,Hard,64,C,20190225,267,214906,,,Claire Liu,U,,USA,18.75427789,214262,,Q,Ena Shibahara,U,,USA,21.0349076,6-2 6-1,3,R64,60,0,1,47,32,24,6,7,2,3,1,1,49,32,16,3,8,4,10,140,431,578,28
2019-1103,Indian Wells 125K,Hard,64,C,20190225,264,215337,,,Olga Danilovic,L,,SRB,18.08898015,214452,,,Caroline Dolehide,R,,USA,20.47364819,4-6 6-3 6-1,3,R64,128,1,9,97,52,35,21,13,6,10,2,3,90,56,28,15,13,10,17,116,521,133,467
2019-1103,Indian Wells 125K,Hard,64,C,20190225,263,201529,,,Kristie Ahn,R,,USA,26.69678303,215992,,,Whitney Osuigwe,R,,USA,16.85968515,3-6 7-6(5) 7-5,3,R64,148,0,6,109,68,38,17,16,8,16,2,7,97,58,35,15,17,4,12,196,298,215,274
2019-1103,Indian Wells 125K,Hard,64,C,20190225,260,216083,,WC,Caty Mcnally,R,,USA,17.26488706,201402,,,Sesil Karatantcheva,R,171,KAZ,29.54962355,5-7 6-4 6-4,3,R64,137,1,8,91,61,38,13,16,3,9,2,9,118,74,40,21,16,14,21,255,216,197,298
2019-1103,Indian Wells 125K,Hard,64,C,20190225,259,211222,,WC,Jamie Loeb,R,,USA,23.96988364,214541,,,Fanny Stollar,R,,HUN,20.28747433,6-3 6-4,3,R64,67,8,4,56,36,28,13,9,2,2,7,2,54,29,22,10,10,0,3,221,266,122,500
2019-1103,Indian Wells 125K,Hard,64,C,20190225,256,201534,,,Asia Muhammed,R,,USA,27.89596167,215037,,Q,Kayla Day,L,,USA,19.41136208,6-4 7-5,3,R64,99,2,4,56,27,21,20,11,0,2,1,6,71,40,28,13,11,6,10,188,304,362,108
2019-1103,Indian Wells 125K,Hard,64,C,20190225,255,201478,,,Varvara Lepchenko,L,180,USA,32.76659822,203462,,,Kateryna Kozlova,R,,UKR,25.01300479,6-0 6-3,3,R64,56,1,0,48,36,28,7,8,2,2,0,2,43,31,18,2,7,4,8,135,461,115,533
2019-1103,Indian Wells 125K,Hard,64,C,20190225,252,213530,,,Allie Kiick,R,,USA,23.65776865,201506,,,Sara Errani,R,164,ITA,31.8275154,6-3 5-7 6-2,3,R64,117,4,4,87,57,31,15,15,4,11,0,5,79,58,26,9,14,8,17,145,408,143,412
2019-1103,Indian Wells 125K,Hard,64,C,20190225,251,201580,,,Xinyun Han,L,,CHN,28.74195756,201586,,,Heather Watson,R,170,GBR,26.770705,6-4 7-6(4),3,R64,114,0,6,74,56,33,4,11,6,12,3,8,87,48,24,15,11,7,14,169,343,113,538
2019-1103,Indian Wells 125K,Hard,64,C,20190225,248,215371,,,Francesca Di Lorenzo,L,,USA,21.59616701,211702,,,Nao Hibino,R,,JPN,24.24366872,4-6 7-5 6-3,3,R64,149,4,1,85,53,43,16,15,1,3,2,5,117,70,41,29,16,8,12,179,320,118,512
2019-1103,Indian Wells 125K,Hard,64,C,20190225,247,201490,,,Timea Bacsinszky,R,,SUI,29.71663244,221103,,WC,Cori Gauff,R,,USA,14.954141,6-3 1-6 6-4,3,R64,139,2,4,92,65,35,11,13,4,11,5,8,96,57,29,16,13,8,15,114,535,454,57
2019-1103,Indian Wells 125K,Hard,64,C,20190225,244,202484,,,Nicole Gibbs,R,,USA,25.98220397,211880,,,Priscilla Hon,R,,AUS,20.79671458,6-0 6-4,3,R64,58,0,1,52,39,25,8,8,2,4,1,1,46,29,10,6,8,4,10,139,436,141,424
2019-1103,Indian Wells 125K,Hard,64,C,20190225,243,203500,,,Sachia Vickery,R,,USA,23.79466119,202498,,,Julia Glushko,R,,ISR,29.14989733,6-3 6-2,3,R64,65,0,4,56,38,24,10,9,2,4,1,3,44,26,10,8,8,2,7,119,511,134,462
2019-1103,Indian Wells 125K,Hard,64,C,20190225,240,206108,,,Jennifer Brady,R,,USA,23.87405886,220465,,WC,Katie Volynets,U,,USA,17.15263518,6-3 6-3,3,R64,70,2,3,57,32,22,15,9,4,5,1,2,50,29,20,6,9,0,4,94,643,443,66
2019-1103,Indian Wells 125K,Hard,64,C,20190225,239,201518,,,Yanina Wickmayer,R,182,BEL,29.34976044,211539,,,Fiona Ferro,R,,FRA,21.95756331,1-6 6-3 6-3,3,R64,111,2,4,81,49,29,12,13,7,13,1,1,79,49,27,12,12,6,12,127,480,111,553
2019-2002,Guadalajara,Hard,32,C,20190311,300,206368,,,Veronika Kudermetova,R,,RUS,21.87816564,213631,,,Marie Bouzkova,R,,CZE,20.63791923,6-2 6-0,3,F,61,5,6,49,29,24,10,7,6,6,2,0,46,34,14,6,7,7,12,100,609,130,470
2019-2002,Guadalajara,Hard,32,C,20190311,299,206368,,,Veronika Kudermetova,R,,RUS,21.87816564,213583,3,,Tatjana Maria,R,,GER,31.58932238,6-2 6-2,3,SF,67,2,0,49,30,20,13,8,1,2,0,6,54,19,11,14,8,3,8,100,609,69,843
2019-2002,Guadalajara,Hard,32,C,20190311,298,213631,,,Marie Bouzkova,R,,CZE,20.63791923,211539,,,Fiona Ferro,R,,FRA,21.99589322,6-3 6-7(4) 6-0,3,SF,133,4,3,85,57,33,18,14,1,5,0,4,98,63,30,15,13,7,15,130,470,116,524
2019-2002,Guadalajara,Hard,32,C,20190311,297,206368,,,Veronika Kudermetova,R,,RUS,21.87816564,201697,7,,Kristyna Pliskova,L,,CZE,26.9705681,3-6 7-6(4) 6-2,3,QF,125,4,6,93,44,31,31,14,7,9,11,8,121,79,59,15,15,12,15,100,609,90,684
2019-2002,Guadalajara,Hard,32,C,20190311,296,213583,3,,Tatjana Maria,R,,GER,31.58932238,215337,,,Olga Danilovic,L,,SRB,18.12731006,3-6 7-6(3) 6-3,3,QF,133,1,5,90,41,26,22,14,7,13,6,11,112,61,39,20,16,9,16,69,843,115,528
2019-2002,Guadalajara,Hard,32,C,20190311,295,213631,,,Marie Bouzkova,R,,CZE,20.63791923,213887,,WC,Renata Zarazua,R,,MEX,21.44284736,7-6(8) 6-2,3,QF,101,0,2,69,49,35,7,10,1,4,0,5,73,48,27,9,10,5,10,130,470,257,206
2019-2002,Guadalajara,Hard,32,C,20190311,294,211539,,,Fiona Ferro,R,,FRA,21.99589322,202663,8,,Magda Linette,R,,POL,27.07460643,4-6 6-2 6-4,3,QF,120,1,1,107,84,50,11,14,10,15,0,6,77,45,28,11,14,4,11,116,524,92,681
2019-2002,Guadalajara,Hard,32,C,20190311,293,206368,,,Veronika Kudermetova,R,,RUS,21.87816564,214863,,WC,Sofya Zhuk,R,,RUS,19.27446954,6-4 0-6 6-1,3,R16,95,4,4,74,38,22,20,11,4,8,0,14,83,46,29,13,12,6,11,100,609,154,375
2019-2002,Guadalajara,Hard,32,C,20190311,292,201697,7,,Kristyna Pliskova,L,,CZE,26.9705681,201518,,,Yanina Wickmayer,R,182,BEL,29.38809035,4-6 6-4 7-6(2),3,R16,109,16,9,100,68,53,17,16,4,6,5,0,85,62,43,17,16,0,2,90,684,133,459
2019-2002,Guadalajara,Hard,32,C,20190311,291,213583,3,,Tatjana Maria,R,,GER,31.58932238,211702,,,Nao Hibino,R,,JPN,24.28199863,6-4 6-3,3,R16,84,7,3,68,38,27,15,10,2,4,2,2,63,32,20,14,9,3,7,69,843,117,512
2019-2002,Guadalajara,Hard,32,C,20190311,290,215337,,,Olga Danilovic,L,,SRB,18.12731006,215020,,,Anna Blinkova,R,,RUS,20.49828884,6-1 3-6 6-1,3,R16,84,1,5,75,42,32,19,12,5,6,0,10,61,35,26,6,11,2,6,115,528,104,596
2019-2002,Guadalajara,Hard,32,C,20190311,289,213631,,,Marie Bouzkova,R,,CZE,20.63791923,201554,,,Vitalia Diatchenko,R,170,RUS,28.60506502,6-3 6-3,3,R16,84,3,2,56,43,26,7,9,2,4,0,11,61,34,22,8,9,3,8,130,470,101,608
2019-2002,Guadalajara,Hard,32,C,20190311,288,213887,,WC,Renata Zarazua,R,,MEX,21.44284736,201506,,,Sara Errani,R,164,ITA,31.86584531,6-1 6-4,3,R16,90,0,1,59,41,18,12,8,5,9,0,14,72,45,23,4,9,9,17,257,206,234,247
2019-2002,Guadalajara,Hard,32,C,20190311,287,202663,8,,Magda Linette,R,,POL,27.07460643,202424,,Q,Conny Perrin,R,,SUI,28.20807666,6-3 5-7 6-1,3,R16,127,0,4,106,70,46,18,14,9,11,3,5,89,54,35,17,14,8,13,92,681,147,402
2019-2002,Guadalajara,Hard,32,C,20190311,286,211539,,,Fiona Ferro,R,,FRA,21.99589322,203533,2,,Anna Karolina Schmiedlova,R,,SVK,24.49007529,6-4 6-1,3,R16,77,1,0,50,40,24,8,8,3,4,3,3,58,39,24,5,9,4,9,116,524,63,894
2019-2002,Guadalajara,Hard,32,C,20190311,285,214863,,WC,Sofya Zhuk,R,,RUS,19.27446954,201427,1,,Alize Cornet,R,173,FRA,29.13073238,6-3 6-0,3,R32,60,1,2,41,27,20,7,7,1,2,0,5,55,32,15,8,8,3,9,154,375,52,1080
2019-2002,Guadalajara,Hard,32,C,20190311,284,206368,,,Veronika Kudermetova,R,,RUS,21.87816564,215290,,LL,Katarina Zavatska,R,,UKR,19.09377139,4-6 7-5 6-4,3,R32,128,12,6,94,55,42,20,16,3,6,2,2,95,58,37,22,16,6,10,100,609,173,336
2019-2002,Guadalajara,Hard,32,C,20190311,283,201518,,,Yanina Wickmayer,R,182,BEL,29.38809035,202536,,,Ana Bogdan,R,,ROU,26.28884326,6-1 6-3,3,R32,60,4,3,49,30,23,8,8,1,3,4,5,59,35,18,7,8,5,11,133,459,106,590
2019-2002,Guadalajara,Hard,32,C,20190311,282,201697,7,,Kristyna Pliskova,L,,CZE,26.9705681,216016,,Q,Xiyu Wang,L,,CHN,17.95208761,6-4 6-4,3,R32,74,12,2,65,37,28,19,10,7,7,2,2,60,39,30,9,10,3,5,90,684,195,299
2019-2002,Guadalajara,Hard,32,C,20190311,281,213583,3,,Tatjana Maria,R,,GER,31.58932238,201610,,,Zarina Diyas,R,,KAZ,25.39356605,6-2 4-4 RET,3,R32,76,2,1,53,26,20,10,8,7,10,0,2,58,43,19,7,8,1,6,69,843,94,672
2019-2002,Guadalajara,Hard,32,C,20190311,280,211702,,,Nao Hibino,R,,JPN,24.28199863,201586,,,Heather Watson,R,170,GBR,26.80903491,6-4 6-1,3,R32,73,6,3,66,41,28,11,9,7,9,0,8,55,27,14,9,8,4,9,117,512,113,538
2019-2002,Guadalajara,Hard,32,C,20190311,279,215337,,,Olga Danilovic,L,,SRB,18.12731006,211651,,LL,Paula Badosa,R,,ESP,21.31690623,6-4 7-5,3,R32,77,8,4,60,35,32,10,11,2,3,5,11,73,41,36,9,11,0,3,115,528,129,471
2019-2002,Guadalajara,Hard,32,C,20190311,278,215020,,,Anna Blinkova,R,,RUS,20.49828884,201516,5,,Evgeniya Rodina,R,,RUS,30.09445585,6-2 6-4,3,R32,66,1,5,50,34,26,7,9,0,2,0,5,62,38,23,6,9,8,13,104,596,71,821
2019-2002,Guadalajara,Hard,32,C,20190311,277,213631,,,Marie Bouzkova,R,,CZE,20.63791923,202418,6,,Lara Arruabarrena,R,166,ESP,26.97330595,6-4 6-4,3,R32,90,2,3,61,39,27,6,10,0,4,2,1,76,44,24,11,10,10,16,130,470,88,695
2019-2002,Guadalajara,Hard,32,C,20190311,276,201554,,,Vitalia Diatchenko,R,170,RUS,28.60506502,211843,,,Anhelina Kalinina,R,,UKR,22.0862423,6-1 2-6 6-0,3,R32,90,0,13,67,36,29,12,11,2,5,3,12,60,28,12,14,10,7,13,101,608,124,488
2019-2002,Guadalajara,Hard,32,C,20190311,275,213887,,WC,Renata Zarazua,R,,MEX,21.44284736,214541,,,Fanny Stollar,R,,HUN,20.32580424,6-1 6-4,3,R32,64,2,2,39,25,21,8,8,0,1,2,9,68,31,20,14,9,5,10,257,206,122,500
2019-2002,Guadalajara,Hard,32,C,20190311,274,201506,,,Sara Errani,R,164,ITA,31.86584531,201593,4,,Irina Camelia Begu,R,181,ROU,28.53935661,6-3 7-6(6),3,R32,97,0,22,77,41,28,6,10,6,13,2,5,76,52,22,8,11,2,11,234,247,70,827
2019-2002,Guadalajara,Hard,32,C,20190311,273,202663,8,,Magda Linette,R,,POL,27.07460643,210337,,Q,Natalija Kostic,R,,SRB,24.62696783,6-1 6-3,3,R32,60,1,2,44,30,22,9,8,0,1,1,8,57,33,19,6,8,4,9,92,681,284,174
2019-2002,Guadalajara,Hard,32,C,20190311,272,202424,,Q,Conny Perrin,R,,SUI,28.20807666,201478,,Q,Varvara Lepchenko,L,180,USA,32.80492813,6-3 6-2,3,R32,59,4,3,54,30,24,15,9,1,1,0,0,48,36,20,7,8,2,5,147,402,134,454
2019-2002,Guadalajara,Hard,32,C,20190311,271,211539,,,Fiona Ferro,R,,FRA,21.99589322,205892,,WC,Giuliana Olmos,R,,MEX,26.01779603,7-5 6-1,3,R32,71,0,1,54,42,29,8,10,0,2,0,1,47,35,20,4,9,4,9,116,524,343,119
2019-2002,Guadalajara,Hard,32,C,20190311,270,203533,2,,Anna Karolina Schmiedlova,R,,SVK,24.49007529,201605,,,Mandy Minella,R,,LUX,33.29774127,6-3 6-3,3,R32,79,2,2,50,32,24,12,9,2,3,3,2,64,48,30,4,9,6,10,63,894,99,613
2019-1104,Anning,Clay,32,C,20190422,300,202453,2,,Saisai Zheng,R,,CHN,25.2073922,201533,1,,Shuai Zhang,R,,CHN,30.2477755,6-4 6-1,3,F,88,1,3,56,42,22,7,8,6,10,0,5,59,43,16,5,9,6,14,49,1105,42,1220
2019-1104,Anning,Clay,32,C,20190422,299,201533,1,,Shuai Zhang,R,,CHN,30.2477755,215314,,,En Shuo Liang,U,,TPE,18.55167693,6-4 2-6 6-1,3,SF,115,1,9,80,57,40,6,12,8,12,1,4,90,50,32,13,13,6,12,42,1220,228,254
2019-1104,Anning,Clay,32,C,20190422,298,202453,2,,Saisai Zheng,R,,CHN,25.2073922,215804,,Q,Kaylah Mcphee,U,,AUS,21.21013005,3-6 6-0 6-1,3,SF,118,0,2,79,64,42,6,11,4,6,1,2,71,40,23,14,11,9,15,49,1105,281,172
2019-1104,Anning,Clay,32,C,20190422,297,201533,1,,Shuai Zhang,R,,CHN,30.2477755,215812,,WC,Shuyue Ma,R,,CHN,19.81382615,7-5 6-2,3,QF,85,2,4,57,35,24,11,10,3,6,4,3,61,34,17,10,10,1,7,42,1220,234,244
2019-1104,Anning,Clay,32,C,20190422,296,215314,,,En Shuo Liang,U,,TPE,18.55167693,203576,,,Kai Lin Zhang,R,,CHN,29.229295,7-6(1) 4-1 RET,3,QF,67,1,0,42,25,19,13,8,0,1,3,6,64,35,25,10,9,3,6,228,254,209,284
2019-1104,Anning,Clay,32,C,20190422,295,215804,,Q,Kaylah Mcphee,U,,AUS,21.21013005,214540,,Q,Chihiro Muramatsu,U,,JPN,20.91718001,6-2 6-4,3,QF,89,2,2,52,29,24,10,9,3,5,0,3,67,57,30,3,9,5,10,281,172,358,113
2019-1104,Anning,Clay,32,C,20190422,294,202453,2,,Saisai Zheng,R,,CHN,25.2073922,202456,,,Alexandra Cadantu,R,170,ROU,28.96919918,6-1 6-4,3,QF,101,3,0,62,45,27,9,8,6,8,0,8,54,36,18,4,9,2,8,49,1105,235,243
2019-1104,Anning,Clay,32,C,20190422,293,201533,1,,Shuai Zhang,R,,CHN,30.2477755,212034,,,Fang Ying Xun,U,,CHN,24.26830938,2-6 6-2 6-1,3,R16,98,1,4,81,45,32,17,12,9,11,4,6,58,31,21,12,11,2,6,42,1220,219,270
2019-1104,Anning,Clay,32,C,20190422,292,215812,,WC,Shuyue Ma,R,,CHN,19.81382615,203398,7,,Danielle Lao,R,,USA,27.90143737,6-4 5-0 RET,3,R16,82,2,4,46,26,17,11,8,1,3,1,7,52,22,12,11,7,5,10,234,244,165,357
2019-1104,Anning,Clay,32,C,20190422,291,203576,,,Kai Lin Zhang,R,,CHN,29.229295,206102,,,Ankita Raina,R,,IND,26.275154,1-6 7-6(2) 7-6(7),3,R16,175,3,12,120,72,44,16,15,15,24,1,5,124,61,30,33,16,11,18,209,284,178,333
2019-1104,Anning,Clay,32,C,20190422,290,215314,,,En Shuo Liang,U,,TPE,18.55167693,206107,,WC,Zhaoxuan Yang,R,,CHN,24.19164956,6-2 7-6(6),3,R16,78,3,3,65,48,34,8,10,3,6,2,7,68,41,19,14,10,5,10,228,254,574,31
2019-1104,Anning,Clay,32,C,20190422,289,215804,,Q,Kaylah Mcphee,U,,AUS,21.21013005,214728,,,Ashley Kratzer,L,,USA,20.19986311,6-4 6-2,3,R16,88,5,3,56,32,24,13,9,2,3,2,9,72,42,28,10,9,9,13,281,172,262,203
2019-1104,Anning,Clay,32,C,20190422,288,214540,,Q,Chihiro Muramatsu,U,,JPN,20.91718001,202684,4,,Lin Zhu,R,,CHN,25.229295,7-6(5) 6-4,3,R16,112,0,2,74,61,36,5,11,3,7,2,2,78,48,27,15,11,3,8,358,113,94,638
2019-1104,Anning,Clay,32,C,20190422,287,202456,,,Alexandra Cadantu,R,170,ROU,28.96919918,206077,,Q,Miharu Imanishi,U,,JPN,26.92128679,1-6 6-1 6-1,3,R16,104,0,1,61,42,23,14,10,2,5,0,2,60,37,18,11,11,1,7,235,243,299,160
2019-1104,Anning,Clay,32,C,20190422,286,202453,2,,Saisai Zheng,R,,CHN,25.2073922,202450,,,Jana Cepelova,R,168,SVK,25.8973306,6-2 6-1,3,R16,72,1,2,43,31,19,6,7,4,7,0,3,41,27,8,1,8,3,11,49,1105,241,235
2019-1104,Anning,Clay,32,C,20190422,285,201533,1,,Shuai Zhang,R,,CHN,30.2477755,202467,,,Elitsa Kostova,R,,BUL,29.03216975,4-6 6-2 6-1,3,R32,119,1,2,87,63,36,14,13,8,13,0,0,81,55,23,12,12,8,16,42,1220,251,219
